HHID,Home,Urb,Comp,Child,Day,SEC,NumCars,FEV,PHEV,EV,Age,Driver,Gender,Wstat,pAge,pDriver,pGender,pWstat
151551,5703,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151553,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151552,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151554,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151556,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151555,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151557,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151558,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151559,5703,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151560,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151561,5703,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151562,5703,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151564,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151563,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151565,5703,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151567,5703,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151566,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151568,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151570,5703,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151569,5703,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151571,5703,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151572,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151573,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151574,5703,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151575,5703,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151577,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151576,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151578,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151580,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151579,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151581,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151582,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151583,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151584,5703,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151586,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151585,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151587,5703,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151588,5703,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151589,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151590,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151592,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151591,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151594,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151595,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151593,5709,3,0,0,0,1,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151596,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151597,5703,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151598,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151599,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151600,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151601,5703,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151603,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151602,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151604,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151606,5703,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151605,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151607,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151608,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151609,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151610,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151611,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151612,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151613,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151615,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151614,5703,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151616,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151617,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151618,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151619,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151620,5703,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151621,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151622,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151623,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151624,5703,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151625,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151626,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151627,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151628,5703,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151630,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151629,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151631,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151633,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151632,5703,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151634,5703,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151636,5703,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151637,5709,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151635,5703,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151638,5703,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151639,5703,3,0,0,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151641,5703,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151640,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151642,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151643,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151644,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151645,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151646,5703,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151647,5703,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151648,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151649,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151650,5703,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151651,5703,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151652,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151653,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151655,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151654,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151656,5703,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151657,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151658,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151660,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151659,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151661,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151662,5703,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151663,5703,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151664,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151665,5703,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151666,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151667,5703,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151669,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151670,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151668,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151671,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151672,5703,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151673,5703,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151674,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151676,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151675,5703,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151677,5703,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151678,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151679,5703,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151680,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151681,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151682,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151684,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151683,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151686,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151685,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151687,5703,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151688,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151690,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151689,5703,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151691,5703,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151692,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151694,5709,3,0,3,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151693,5709,3,0,0,0,3,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151695,5703,3,0,3,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151696,5709,3,0,3,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151698,5703,3,0,3,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151699,5703,3,0,3,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151697,5709,3,0,3,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151702,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151700,5709,3,0,3,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151701,5709,3,0,3,0,2,1,false,false,false,2,true,1,0,NA,NA,NA,NA
151705,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151704,5703,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151703,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151707,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151706,5703,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151708,5703,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151709,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151710,5703,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151711,5703,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151712,5703,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151713,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151714,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151715,5703,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151717,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151716,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151718,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151719,5703,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151721,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151720,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151722,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151725,5703,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151723,5703,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151726,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151728,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151724,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151727,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151729,5703,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151730,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151731,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151732,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151735,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151733,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151734,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151738,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151736,5703,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151737,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151739,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151741,5703,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151742,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151740,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151744,5703,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151745,5703,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151743,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151746,5703,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151747,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151748,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151749,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151752,5703,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151751,5703,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151750,5703,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151753,5703,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151754,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151755,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151756,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151758,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151757,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151759,5703,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151760,5703,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151762,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151761,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151763,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151764,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151765,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151767,5709,3,0,0,0,0,0,false,false,false,3,true,1,0,NA,NA,NA,NA
151768,5703,3,0,0,0,0,0,false,false,false,3,true,1,0,NA,NA,NA,NA
151766,5709,3,0,0,0,0,0,false,false,false,3,false,1,0,NA,NA,NA,NA
151771,5709,3,0,0,0,0,0,false,false,false,3,true,1,0,NA,NA,NA,NA
151770,5709,3,0,0,0,0,0,false,false,false,3,true,1,0,NA,NA,NA,NA
151769,5709,3,0,0,0,0,0,false,false,false,3,true,1,0,NA,NA,NA,NA
151774,5703,3,0,0,0,0,0,false,false,false,3,true,1,0,NA,NA,NA,NA
151773,5703,3,0,0,0,0,0,false,false,false,3,true,1,0,NA,NA,NA,NA
151772,5709,3,0,0,0,0,0,false,false,false,3,true,1,0,NA,NA,NA,NA
151775,5703,3,0,0,0,0,0,false,false,false,3,true,1,0,NA,NA,NA,NA
151776,5703,3,0,0,0,0,0,false,false,false,3,true,1,0,NA,NA,NA,NA
151777,5709,3,0,0,0,0,0,false,false,false,3,true,1,0,NA,NA,NA,NA
151778,5709,3,0,0,0,0,0,false,false,false,3,true,1,0,NA,NA,NA,NA
151779,5703,3,0,0,0,0,0,false,false,false,3,true,1,0,NA,NA,NA,NA
151782,5709,3,0,0,0,0,0,false,false,false,3,true,1,0,NA,NA,NA,NA
151780,5703,3,0,0,0,0,0,false,false,false,3,true,1,0,NA,NA,NA,NA
151781,5703,3,0,0,0,0,0,false,false,false,3,true,1,0,NA,NA,NA,NA
151783,5703,3,0,0,0,0,0,false,false,false,3,true,1,0,NA,NA,NA,NA
151785,5709,3,0,0,0,0,0,false,false,false,3,true,1,0,NA,NA,NA,NA
151784,5709,3,0,0,0,0,0,false,false,false,3,true,1,0,NA,NA,NA,NA
151786,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151788,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151787,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151789,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151790,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151791,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151792,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151793,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151794,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151795,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151797,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151798,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151796,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151800,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151801,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151799,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151803,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151804,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151802,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151806,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151805,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151807,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151808,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151809,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151810,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151811,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151812,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151814,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151813,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151815,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151817,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151816,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151818,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151819,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151820,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151821,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151822,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151823,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151824,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151825,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151827,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151826,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151828,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151830,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151831,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151829,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151832,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151834,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151833,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151835,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151836,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151837,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151838,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151841,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151839,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151840,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151843,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151842,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151844,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151846,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151845,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151847,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151848,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151849,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151850,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151851,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151852,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151853,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151855,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151854,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151856,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151857,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151858,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151861,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151859,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151860,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151862,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151863,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151864,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151865,5709,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
151867,5703,3,0,0,0,0,1,false,false,false,3,true,1,0,NA,NA,NA,NA
